,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,2.055211305618286,0.6,0.17907957463436416,0.14065761551801184,0,0
1,weighted,4.603176832199097,0.6,0.17092024833951347,0.13548697433710533,0,0
2,rents,0.8993446826934814,0.6,0.11508869896716274,0.16108265807114863,0,0
3,span,1.9748351573944092,0.6,0.26946370836040157,0.14189768839893122,0,0
