,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,0.012230873107910156,0.8097419204836085,0.36777348291095097,0.29385793223215534,2,0
1,weighted,0.025238037109375,0.7578720315039036,0.3660614692973796,0.2860659216072456,0,0
2,rents,0.005101442337036133,0.6688073692944763,0.3488550871135496,0.28687041590802803,0,0
3,span,0.009220361709594727,0.8542088458588666,0.3486124099218263,0.27867041730013703,2,0
