,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,0.1928389072418213,0.8865472051350628,0.3738393805953989,0.12499048030154045,2,0
1,weighted,0.4063735008239746,0.8299758239592481,0.35168100073609243,0.12228786396045381,1,0
2,rents,0.0959174633026123,0.8021306824242287,0.4171003318541801,0.11752771367209362,1,0
3,span,0.1659398078918457,0.8891639780851772,0.28485328121256354,0.17370428702130783,3,0
