,standard,weighted,rents,span
standard,1.0,0.9891708884296231,0.8600304643808016,0.9469640369490372
weighted,0.9891708884296231,1.0,0.8906525352985306,0.9370558091265673
rents,0.8600304643808017,0.8906525352985306,0.9999999999999999,0.7006871767454721
span,0.9469640369490372,0.9370558091265673,0.7006871767454721,1.0
