,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,0.4663996696472168,0.6,0.2557235906216187,0.1118178776840878,0,0
1,weighted,1.0543415546417236,0.6,0.2219753131409306,0.11979090480943017,0,0
2,rents,0.17551612854003906,0.6,0.09881598249562049,0.13956977363119635,0,0
3,span,0.46796512603759766,0.6,0.1939042008273066,0.12864667984831077,0,0
