,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,0.028667449951171875,0.7528218465539662,0.42234507152145645,0.1881265884936037,0,0
1,weighted,0.057621002197265625,0.7446668815457737,0.4215850697441416,0.1886115939307461,0,0
2,rents,0.012012958526611328,0.8429871008028909,0.47806497987443736,0.21150680412520867,1,0
3,span,0.02428436279296875,0.7936141169638679,0.407564142033625,0.1991203683938793,0,0
