,Method,Runtime (s),Max Congestion,Mean Congestion,Std Dev,Hotspots (>0.8),Hotspots (>0.9)
0,standard,0.4537959098815918,0.6,0.1056591170460391,0.11699042497641401,0,0
1,weighted,1.0320756435394287,0.6,0.09722405249047072,0.10915693925156701,0,0
2,rents,0.20611333847045898,0.6,0.06623177932288157,0.1207899571488746,0,0
3,span,0.431476354598999,0.6,0.1531335211484403,0.1016166221354936,0,0
